O*NET-SOC Code;Title;Description;Area
25-1041.00;Lauksaimniecības zinātņu skolotājs, pēcvidusskolas;Pasniedz lauksaimniecības zinātņu kursus. Ietver agronomijas, piensaimniecības zinātņu, zivsaimniecības pārvaldības, dārzkopības zinātņu, putnkopības zinātņu, areāla apsaimniekošanas un lauksaimniecības augsnes saglabāšanas skolotājus. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1042.00;Bioloģijas zinātņu skolotājs, pēcvidusskolas;Pasniedz bioloģijas zinātņu kursus. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1043.00;Mežsaimniecības un dabas aizsardzības zinātņu skolotājs, pēcvidusskolas;Pasniedz kursus mežsaimniecības un dabas aizsardzības zinātnēs. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1051.00;Atmosfēras, Zemes, jūras un kosmosa zinātņu skolotājs, pēcvidusskolas;Pasniedz fizisko zinātņu kursus, izņemot ķīmiju un fiziku. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1052.00;Pēcvidusskolas ķīmijas skolotājs;Pasniedz kursus par vielu ķīmiskajām un fizikālajām īpašībām un sastāva izmaiņām. Darbs var ietvert kvalitatīvās un kvantitatīvās ķīmiskās analīzes metožu apmācību. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1053.00;Vides zinātņu skolotājs, pēcvidusskolas;Pasniedz vides zinātnes kursus. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1054.00;Pēcvidusskolas fizikas skolotājs;Pasniedz kursus par matērijas un enerģijas likumiem. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1061.00;Antropoloģijas un arheoloģijas skolotājs, pēcvidusskolas;Pasniedz antropoloģijas vai arheoloģijas kursus. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1062.00;Apgabala, etnisko un kultūras studiju skolotājs, pēcvidusskolas;Pasniedz kursus, kas attiecas uz apgabala, etniskās grupas vai jebkuras citas grupas kultūru un attīstību, piemēram, Latīņamerikas studijas, sieviešu studijas vai pilsētvides lietas. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1063.00;Ekonomikas skolotājs, pēcvidusskolas;Pasniedz kursus ekonomikā. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1064.00;Ģeogrāfijas skolotājs, pēcvidusskolas;Pasniedz ģeogrāfijas kursus. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1065.00;Politikas zinātņu skolotājs, pēcvidusskolas;Pasniedz kursus politikas zinātnē, starptautiskajās lietās un starptautiskajās attiecībās. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1066.00;Pēcvidusskolas psiholoģijas skolotājs;Pasniedz psiholoģijas kursus, piemēram, bērnu, klīnisko un attīstības psiholoģiju, kā arī psiholoģiskās konsultācijas. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1067.00;Socioloģijas skolotājs, pēcvidusskolas;Pasniedz socioloģijas kursus. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1069.00;Sociālo zinību skolotājs, pēcvidusskolas, visi pārējie;Visi pēcvidusskolas sociālo zinību skolotāji, kas nav uzskaitīti atsevišķi.;Izglītība
25-1071.00;Veselības specialitāšu skolotājs, pēcvidusskolas;Pasniedz kursus veselības specialitātēs tādās jomās kā zobārstniecība, laboratoriju tehnoloģija, medicīna, farmācija, sabiedrības veselība, terapija un veterinārmedicīna.;Izglītība
25-1072.00;Māsu instruktors un skolotājs, pēcvidusskolas;Demonstrē un māca pacientu aprūpi klasē un klīniskajās nodaļās māsu studentiem. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1081.00;Izglītības skolotājs, pēcvidusskolas;Pasniedz kursus, kas saistīti ar izglītību, piemēram, konsultācijas, mācību programma, konsultācijas, apmācība, skolotāju izglītība un angļu valodas kā otrās valodas mācīšana. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1082.00;Bibliotēkzinātņu skolotājs, pēcvidusskolas;Pasniedz kursus bibliotēkzinātnē. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1111.00;Krimināltiesību un tiesībaizsardzības skolotājs, pēcvidusskolas;Pasniedz kursus krimināltiesībās, labojumos un tiesībaizsardzības administrācijā. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1112.00;Tiesību skolotājs, pēcvidusskolas;Pasniedz tiesību zinātņu kursus. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1113.00;Sociālā darba skolotājs, pēcvidusskolas;Pasniedz kursus sociālajā darbā. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1121.00;Mākslas, drāmas un mūzikas skolotājs, pēcvidusskolas;Pasniedz drāmas, mūzikas un mākslas kursus, tostarp tēlotājmākslu un lietišķo mākslu, piemēram, glezniecību un tēlniecību, vai dizainu un amatniecību. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1122.00;Sakaru skolotājs, pēcvidusskolas;Pasniedz komunikāciju kursus, piemēram, organizatoriskās komunikācijas, sabiedriskās attiecības, radio/televīzijas apraide un žurnālistika. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1123.00;Angļu valodas un literatūras skolotājs, pēcvidusskolas;Pasniedz kursus angļu valodā un literatūrā, tostarp valodniecībā un salīdzinošajā literatūrā. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1124.00;Svešvalodu un literatūras skolotājs, pēcvidusskolas;Pasniedz valodas un literatūras kursus citās valodās, nevis angļu valodā. Ietver amerikāņu zīmju valodas (ASL) skolotājus. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1125.00;Vēstures skolotājs, pēcvidusskolas;Pasniedz kursus cilvēces vēsturē un historiogrāfijā. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1126.00;Filozofijas un reliģijas skolotājs, pēcvidusskolas;Pasniedz filozofijas, reliģijas un teoloģijas kursus. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1192.00;Ģimenes un patērētāju zinātņu skolotājs, pēcvidusskolas;Pasniedz kursus par bērnu aprūpi, ģimenes attiecībām, finansēm, uzturu un saistītiem priekšmetiem, kas saistīti ar mājas apsaimniekošanu. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1193.00;Atpūtas un fitnesa studiju skolotājs, pēcvidusskolas;Pasniedz kursus, kas attiecas uz atpūtu, atpūtu un fitnesa studijām, tostarp vingrojumu fizioloģiju un telpu pārvaldību. Ietver gan skolotājus, kas galvenokārt nodarbojas ar mācīšanu, gan tos, kuri apvieno mācīšanu un pētniecību.;Izglītība
25-1194.00;Karjeras/tehniskās izglītības skolotājs, pēcvidusskolas;Pasniedz profesionālos kursus, kas paredzēti, lai nodrošinātu profesionālo apmācību, kas ir zemāka par bakalaura līmeni tādos priekšmetos kā celtniecība, mehānika/remonts, ražošana, transportēšana vai kosmetoloģija, galvenokārt studentiem, kuri ir absolvējuši vidusskolu vai pabeiguši to. Mācības notiek valsts vai privātajās skolās, kuru pamatdarbība ir akadēmiskā vai profesionālā izglītība.;Izglītība
25-1199.00;Pēcvidusskolas skolotājs, visi pārējie;Visi pēcvidusskolas skolotāji nav uzskaitīti atsevišķi.;Izglītība
25-2011.00;Pirmsskolas skolotājs, izņemot speciālo izglītību;Māca pirmsskolas vecuma skolēnus, ievērojot mācību programmas vai stundu plānus, veic pasākumus, kas paredzēti, lai veicinātu sociālo, fizisko un intelektuālo izaugsmi.;Izglītība
25-2012.00;Bērnudārza skolotājs, izņemot speciālo izglītību;Māca akadēmiskās un sociālās prasmes bērnudārza audzēkņiem.;Izglītība
25-2021.00;Pamatskolas skolotājs, izņemot speciālo izglītību;Māca akadēmiskās un sociālās prasmes skolēniem pamatskolas līmenī.;Izglītība
25-2022.00;Vidusskolas skolotājs, izņemot speciālo un karjeras/tehnisko izglītību;Māca vienu vai vairākus priekšmetus studentiem vidējā, vidējā vai jaunākā vidusskolas līmenī.;Izglītība
25-2023.00;Karjeras/tehniskās izglītības skolotājs, vidusskola;Māca profesionālos, aroddarbus, karjeru vai tehniskos priekšmetus skolēniem vidējā, vidējā vai jaunākā vidusskolas līmenī.;Izglītība
25-2031.00;Vidusskolas skolotājs, izņemot speciālo un karjeras/tehnisko izglītību;Māca vienu vai vairākus priekšmetus skolēniem vidusskolas līmenī.;Izglītība
25-2032.00;Karjeras/Tehniskās izglītības skolotājs, vidusskola;Vidusskolas līmenī māca audzēkņiem profesionālos, profesionālos, karjeras vai tehniskos priekšmetus.;Izglītība
25-2051.00;Speciālās izglītības skolotājs, pirmsskola;"Māca akadēmiskās, sociālās un dzīves prasmes pirmsskolas vecuma skolēniem ar mācīšanās, emocionāliem vai fiziskiem traucējumiem. Ietver skolotājus, kuri specializējas un strādā ar skolēniem, kuri ir akli vai ar redzes traucējumiem; studenti, kuri ir nedzirdīgi vai ar dzirdes traucējumiem; un studentiem ar intelektuālās attīstības traucējumiem.";Izglītība
25-2055.00;Speciālās izglītības skolotājs, bērnudārzs;"Māca akadēmiskās, sociālās un dzīves prasmes bērnudārza audzēkņiem ar mācīšanās, emocionāliem vai fiziskiem traucējumiem. Ietver skolotājus, kuri specializējas un strādā ar skolēniem, kuri ir akli vai ar redzes traucējumiem; studenti, kuri ir nedzirdīgi vai ar dzirdes traucējumiem; un studentiem ar intelektuālās attīstības traucējumiem.";Izglītība
25-2056.00;Speciālās izglītības skolotājs, pamatskola;"Māca akadēmiskās, sociālās un dzīves prasmes pamatskolas skolēniem ar mācīšanās, emocionāliem vai fiziskiem traucējumiem. Ietver skolotājus, kuri specializējas un strādā ar skolēniem, kuri ir akli vai ar redzes traucējumiem; studenti, kuri ir nedzirdīgi vai ar dzirdes traucējumiem; un studentiem ar intelektuālās attīstības traucējumiem.";Izglītība
25-2057.00;Vidusskolas speciālās izglītības skolotājs;"Māca akadēmiskās, sociālās un dzīves prasmes vidusskolēniem ar mācīšanās, emocionāliem vai fiziskiem traucējumiem. Ietver skolotājus, kuri specializējas un strādā ar skolēniem, kuri ir akli vai ar redzes traucējumiem; studenti, kuri ir nedzirdīgi vai ar dzirdes traucējumiem; un studentiem ar intelektuālās attīstības traucējumiem.";Izglītība
25-2058.00;Speciālās izglītības skolotājs, vidusskola;"Māca akadēmiskās, sociālās un dzīves prasmes vidusskolēniem ar mācīšanās, emocionāliem vai fiziskiem traucējumiem. Ietver skolotājus, kuri specializējas un strādā ar skolēniem, kuri ir akli vai ar redzes traucējumiem; studenti, kuri ir nedzirdīgi vai ar dzirdes traucējumiem; un studentiem ar intelektuālās attīstības traucējumiem.";Izglītība
25-2059.00;Speciālās izglītības skolotājs, visi pārējie;Visi speciālās izglītības skolotāji, kas nav uzskaitīti atsevišķi.;Izglītība
25-2059.01;Pielāgotais fiziskās audzināšanas speciālists;Sniedz individualizētas fiziskās audzināšanas apmācības vai pakalpojumus bērniem, jauniešiem vai pieaugušajiem ar īpašām fiziskām vajadzībām rupjas motoriskās attīstības kavēšanās vai citu traucējumu dēļ.;Izglītība
25-3011.00;Pieaugušo pamatizglītības, pieaugušo vidējās izglītības un angļu valodas kā otrās valodas pasniedzējs;Māca vai instruē ārpusskolas jauniešus un pieaugušos pamatizglītības, lasītprasmes vai angļu valodas kā otrās valodas stundās, vai nodarbībās, lai iegūtu vidusskolas līdzvērtības sertifikātu.;Izglītība
25-3021.00;Sevis bagātināšanas skolotājs;Māca vai instruē indivīdus vai grupas ar primāro mērķi sevis bagātināšanai vai atpūtai, nevis ar profesiju, izglītības sasniegumiem, sacensībām vai piemērotību.;Izglītība
25-3031.00;Skolotāju aizvietotāji, īstermiņa;Māca studentus īslaicīgi kā parastā klases skolotāja pagaidu aizstājēju, parasti izmantojot parasto skolotāja stundu plānu.;Izglītība
25-3041.00;Pasniedzējs;Dod norādījumus atsevišķiem studentiem vai nelielām studentu grupām akadēmiskajos priekšmetos, lai atbalstītu formālas mācības klasē vai sagatavotu studentus standartizētiem vai uzņemšanas pārbaudījumiem.;Izglītība
25-3099.00;Skolotāji un pasniedzēji, viss pārējais;Visi skolotāji un pasniedzēji nav uzskaitīti atsevišķi.;Izglītība
25-4011.00;Arhivāri;Novērtē, rediģē un tieši glabā pastāvīgos ierakstus un vēsturiski vērtīgus dokumentus. Piedalās pētījumos, kuru pamatā ir arhīvu materiāli.;Izglītība
25-4012.00;Kuratori;Pārvalda kolekcijas, piemēram, mākslas darbus, kolekcionējamus priekšmetus, vēsturiskus priekšmetus vai muzeju vai citu iestāžu zinātniskus paraugus. Var veikt iestādes mācību, pētniecības vai sabiedrisko pakalpojumu darbības.;Izglītība
25-4013.00;Muzeju tehniķi un konservatori;"Atjauno, uztur vai sagatavo muzeja krājumos esošos priekšmetus glabāšanai, izpētei vai eksponēšanai. Var strādāt ar tādiem paraugiem kā fosilijas, skeleta daļas vai botānikas; vai artefakti, tekstilizstrādājumi vai māksla. Var identificēt un fiksēt objektus vai uzstādīt un sakārtot tos eksponātos. Ietver grāmatu vai dokumentu konservatorus.";Izglītība
25-4022.00;Bibliotekāri un mediju krājumu speciālisti;Pārvalda un uztur bibliotēkas vai informācijas kolekcijas publiskai vai privātai piekļuvei, izmantojot atsauces vai aizņemoties. Darbs dažādās vidēs, piemēram, izglītības iestādēs, muzejos un korporācijās, kā arī ar dažāda veida informatīvajiem materiāliem, piemēram, grāmatām, periodiskiem izdevumiem, ierakstiem, filmām un datu bāzēm. Uzdevumi var ietvert bibliotēkas materiālu iegūšanu, kataloģizēšanu un izplatīšanu, kā arī tādus lietotāju pakalpojumus kā informācijas atrašana un organizēšana, instrukciju sniegšana par piekļuvi informācijai un bibliotēkas multivides aprīkojuma iestatīšana un darbība.;Izglītība
25-4031.00;Bibliotēku tehniķi;"Palīdz bibliotekāriem, palīdzot lasītājiem izmanto bibliotēku katalogus, datu bāzes un rādītājus, lai atrastu grāmatas un citus materiālus; un atbildot uz jautājumiem, kas prasa tikai īsu standarta atsauci. Sastādīt ierakstus; šķiro un plauktos grāmatas vai citus medijus; izņem vai salabot bojātas grāmatas vai citus datu nesējus; reģistrēties patroniem; un pārbauda materiālus aprites procesā un no tā. Nomaina materiālus plauktu zonā (kaudzēm) vai failiem. Ietver grāmatu mobilo sakaru vadītājus, kas palīdz nodrošināt pakalpojumus mobilajās bibliotēkās.";Izglītība
